45.619230000	6.769980000	817.1
45.618820000	6.769570000	818.8
45.618590000	6.769330000	820.9
45.618530000	6.769280000	821.5
45.618470000	6.769360000	821.1
45.618420000	6.769530000	820.4
45.618440000	6.769740000	819.6
45.618350000	6.769720000	819.9
45.618158532	6.769662560	820.2
45.618158417	6.769662525	820.2
45.618150000	6.769660000	820.2
45.617220000	6.769300000	822.5
45.616840000	6.769160000	824.4
45.616670000	6.769060000	825.8
45.616450000	6.768840000	828.0
45.616260000	6.768550000	829.9
45.616160000	6.768320000	831.9
45.616050000	6.767560000	835.8
45.615980000	6.766740000	839.7
45.615144829	6.766484536	843.3
45.615144331	6.766484383	843.3
45.615130000	6.766480000	843.4
45.614300000	6.766220000	846.9
45.614070000	6.766130000	846.9
45.614000000	6.766130000	846.9
45.613940000	6.766140000	846.9
45.613920000	6.766120000	847.0
45.613900000	6.766110000	847.0
45.613860000	6.766100000	847.1
45.613820000	6.766120000	847.0
45.613800000	6.766140000	846.9
45.613720000	6.766080000	847.2
45.613400000	6.765920000	849.1
45.613140000	6.765800000	849.5
45.612700000	6.765630000	850.2
45.612440000	6.765550000	850.0
45.612170000	6.765450000	850.3
45.612000000	6.765350000	850.5
45.611970000	6.765300000	850.8
45.611930000	6.765240000	851.1
45.611880000	6.765210000	851.2
45.611830000	6.765220000	851.2
45.611800000	6.765230000	851.2
45.611690000	6.765220000	851.2
45.611580000	6.765170000	851.1
45.611350000	6.764990000	850.9
45.611210000	6.764860000	850.9
45.610970000	6.764590000	850.0
45.610760000	6.764290000	848.9
45.610490000	6.763790000	848.1
45.610320000	6.763450000	847.0
45.610270000	6.763400000	846.7
45.609610000	6.761960000	843.8
45.609410000	6.761340000	842.8
45.609180000	6.760510000	840.9
45.609090000	6.760190000	839.8
45.608960000	6.759890000	840.3
45.608780000	6.759600000	841.4
45.608700000	6.759510000	841.7
45.608563117	6.759409619	841.5
45.608560000	6.759410000	841.4
45.608240000	6.759200000	841.6
45.607420000	6.758800000	841.0
45.607140000	6.758610000	840.2
45.607030000	6.758520000	838.9
45.606480000	6.757940000	837.4
45.605860000	6.757250000	836.1
45.605480000	6.756900000	835.4
45.605280000	6.756780000	833.8
45.604540000	6.756410000	830.4
45.604030000	6.756100000	829.6
45.603640000	6.755770000	831.2
45.603360000	6.755440000	833.0
45.603040000	6.754860000	830.1
45.602860000	6.754520000	823.7
45.602530000	6.754000000	817.1
45.602210000	6.753700000	820.4
45.601960000	6.753560000	830.6
45.601620000	6.753410000	829.4
45.601270000	6.753290000	829.8
45.601030000	6.753180000	827.6
45.600800000	6.753020000	824.1
45.600520000	6.752730000	826.4
45.599910000	6.752010000	823.4
45.599750000	6.751880000	824.0
45.599470000	6.751720000	829.9
45.599140000	6.751640000	830.6
45.598880000	6.751610000	829.0
45.598400000	6.751590000	832.1
45.598280000	6.751550000	832.4
45.597920000	6.751360000	829.7
45.597810000	6.751270000	828.6
45.596960000	6.750790000	823.2
45.595930000	6.750250000	827.6
45.595190000	6.749810000	817.7
45.594510000	6.749430000	823.7
45.593540000	6.748740000	825.0
45.593290000	6.748570000	823.4
45.593140000	6.748500000	825.3
45.592640000	6.748300000	826.7
45.592230000	6.748090000	822.9
45.591380000	6.747490000	824.4
45.590560000	6.747100000	825.3
45.589970000	6.746820000	826.4
45.589700000	6.746760000	825.9
45.589250000	6.746710000	828.4
45.589002607	6.746710000	828.7
45.589002422	6.746710000	828.7
45.589000000	6.746710000	828.7
45.588570000	6.746700000	827.9
45.588290000	6.746640000	827.6
45.588010000	6.746530000	826.8
45.587770000	6.746420000	823.4
45.587690000	6.746330000	825.1
45.587580000	6.746270000	824.3
45.587270000	6.746000000	825.3
45.586740000	6.745520000	818.7
45.586500000	6.745260000	818.3
45.586310000	6.745020000	818.6
45.585900000	6.744430000	817.9
45.585780000	6.744300000	817.3
45.585290000	6.743540000	818.9
45.584760000	6.742750000	809.8
45.584240000	6.742030000	822.2
45.583990000	6.741670000	823.1
45.583720000	6.741160000	821.3
45.583720000	6.741040000	822.7
45.583510000	6.740560000	824.9
45.583330000	6.740150000	826.9
45.583090000	6.739760000	826.2
45.582870000	6.739460000	823.5
45.582580000	6.739100000	822.6
45.582420000	6.738910000	821.6
45.581640000	6.737900000	814.7
45.581370000	6.737590000	812.5
45.581150000	6.737390000	812.3
45.580780000	6.737130000	809.9
45.580320000	6.736800000	805.8
45.579910000	6.736350000	803.7
45.579500000	6.735880000	800.8
45.579140000	6.735430000	798.4
45.578830000	6.734980000	798.0
45.578630000	6.734620000	799.1
45.578130000	6.733660000	789.3
45.577900000	6.733360000	789.9
45.577350000	6.732560000	789.3
45.577140000	6.732120000	786.5
45.576830000	6.731350000	787.5
45.576560000	6.730700000	780.6
45.576310000	6.730240000	780.9
45.575910000	6.729500000	776.1
45.575340000	6.728570000	775.9
45.575267219	6.728360755	777.0
45.575260000	6.728340000	777.1
45.574860000	6.727500000	770.0
45.574570000	6.726980000	769.9
45.574250000	6.726520000	771.9
45.574000000	6.726280000	770.7
45.573880000	6.726110000	770.5
45.573730000	6.725810000	768.3
45.573630000	6.725540000	767.0
45.573530000	6.725130000	766.6
45.573480000	6.724790000	767.2
45.573440000	6.724200000	768.0
45.573400000	6.723870000	769.0
45.573310000	6.723510000	771.3
45.573200000	6.723270000	770.8
45.573060000	6.723030000	772.0
45.572730000	6.722510000	770.2
45.572470000	6.721860000	766.9
45.572250000	6.721410000	767.1
45.571840000	6.720680000	766.3
45.570980000	6.718730000	768.2
45.570510000	6.717740000	764.4
45.570190000	6.717230000	756.1
45.569990000	6.716990000	752.4
45.569930000	6.716870000	753.4
45.569760000	6.716700000	754.7
45.569410000	6.716350000	754.0
45.569070000	6.715960000	754.0
45.568810000	6.715520000	754.7
45.568610000	6.715000000	756.0
45.568500000	6.714460000	757.9
45.568390000	6.713900000	757.4
45.568210000	6.712810000	750.8
45.568160000	6.712650000	750.8
45.568092622	6.712168727	755.7
45.568090000	6.712150000	756.0
45.568080000	6.712120000	756.5
45.567980000	6.711290000	764.5
45.567910000	6.709940000	767.0
45.567920000	6.708860000	767.0
45.567990000	6.707850000	765.1
45.568110000	6.706190000	759.3
45.568160000	6.705700000	759.6
45.568190000	6.705000000	757.9
45.568190000	6.704530000	753.9
45.568170000	6.704300000	753.4
45.568090000	6.703800000	754.2
45.568000000	6.703330000	753.6
45.567810000	6.702570000	751.5
45.567660000	6.702020000	752.5
45.567390000	6.701110000	751.2
45.567010000	6.700050000	745.2
45.566950000	6.699790000	746.3
45.566920000	6.699530000	748.0
45.566950000	6.698990000	745.4
45.567040000	6.698420000	746.3
45.567040000	6.698200000	748.1
45.567010000	6.697900000	751.2
45.566950000	6.697670000	752.2
45.566800000	6.697310000	751.1
45.566530000	6.696610000	748.7
45.566420000	6.696210000	749.0
45.566320000	6.695720000	750.2
45.566130000	6.695100000	748.9
45.565920000	6.694080000	748.4
45.565730000	6.693360000	748.8
45.565670000	6.692870000	752.0
45.565520000	6.692230000	753.0
45.565350000	6.691670000	751.3
45.565070000	6.690710000	751.5
45.564910000	6.690230000	749.4
45.564860000	6.689870000	748.2
45.564830000	6.689480000	746.8
45.564850000	6.689000000	747.2
45.564870000	6.688590000	744.1
45.564870000	6.688150000	737.6
45.564700000	6.687510000	730.6
45.564560000	6.687210000	731.7
45.564480000	6.686980000	733.6
45.564440000	6.686840000	734.3
45.564410000	6.686620000	735.0
45.564404763	6.686499543	735.0
45.564400000	6.686390000	735.0
45.564410000	6.685680000	730.0
45.564500000	6.685260000	728.5
45.564620000	6.684950000	729.4
45.564770000	6.684630000	730.0
45.564880000	6.684340000	728.3
