48.922990000	2.187190000	31.8
48.922670000	2.187440000	31.4
48.922540000	2.187510000	31.8
48.922580000	2.187760000	30.8
48.922581775	2.187770328	30.7
48.922690000	2.188400000	31.8
48.922690973	2.188405252	31.8
48.922740000	2.188670000	32.1
48.922770000	2.188840000	32.0
48.922820000	2.188770000	32.2
48.923228372	2.188441310	33.3
48.923230000	2.188440000	33.3
48.923810000	2.187990000	33.6
48.923888579	2.188373074	31.9
48.923890000	2.188380000	31.8
48.924207215	2.189926422	32.0
48.924210000	2.189940000	32.0
48.924320000	2.190550000	31.5
48.924400000	2.190910000	31.2
48.924730000	2.192520000	33.2
48.925052469	2.192842469	34.0
48.925070000	2.192860000	34.0
48.925340000	2.193100000	33.7
48.925283693	2.193541073	32.3
48.925280000	2.193570000	32.2
48.925290000	2.193570000	32.2
48.925100000	2.195280000	31.6
48.925150000	2.195460000	31.2
48.925220000	2.195530000	31.0
48.925260000	2.195440000	31.0
48.925660000	2.194680000	33.5
48.925824303	2.194377337	35.0
48.925830000	2.194380000	35.0
48.925910000	2.194200000	35.0
48.926760000	2.192600000	33.2
48.927450000	2.191310000	32.5
48.927640000	2.190910000	33.7
48.927750000	2.190650000	34.7
48.929070000	2.188130000	42.7
48.929220000	2.187900000	43.6
48.929610000	2.187180000	45.3
48.929940000	2.186550000	45.2
48.930800000	2.184920000	48.0
48.932390000	2.181920000	50.9
48.933190000	2.180390000	45.9
48.933550000	2.179720000	45.0
48.933870000	2.179060000	46.0
48.934120000	2.178500000	46.0
48.934550000	2.177590000	45.9
48.935290000	2.176210000	45.0
48.935950000	2.175160000	43.9
48.936560000	2.174050000	42.6
48.936670000	2.173900000	42.9
48.936790000	2.173790000	42.6
48.936930000	2.173620000	42.1
48.937080000	2.173350000	42.0
48.937250000	2.172770000	40.9
48.937430000	2.172390000	40.0
48.937740000	2.171800000	40.1
48.938010000	2.171290000	39.7
48.938500000	2.170420000	39.0
48.939690000	2.168110000	40.0
48.940280000	2.167000000	36.2
48.940900000	2.165860000	36.9
48.940970000	2.165700000	36.5
48.941250000	2.165180000	34.8
48.941600000	2.164540000	33.2
48.942190000	2.163430000	31.0
48.942360000	2.163260000	31.0
48.942370000	2.163250000	31.0
48.942380000	2.163240000	31.0
48.942420000	2.163160000	31.0
48.942430000	2.163080000	31.0
48.942430000	2.163060000	31.0
48.942480000	2.162920000	31.0
48.942560000	2.162770000	30.8
48.942810000	2.162300000	29.9
48.943220000	2.161460000	27.2
48.943550000	2.160780000	27.7
48.944260000	2.159440000	23.6
48.944400000	2.159180000	22.2
48.945215556	2.157625649	22.7
48.945250000	2.157560000	22.9
48.945345791	2.157340730	23.9
48.945377334	2.157268524	24.3
48.945542313	2.156905190	26.0
48.945574635	2.156834006	26.0
48.945612955	2.156735739	26.1
48.945641576	2.156662345	26.0
48.945647737	2.156596680	26.1
48.945655669	2.156512141	26.2
48.945639400	2.156464664	26.2
48.945613390	2.156388760	26.2
48.945607535	2.156328580	26.0
48.945599298	2.156243920	25.7
48.945617348	2.156202696	25.7
48.945648623	2.156131268	25.7
48.945651347	2.156077347	25.6
48.945655669	2.155991793	25.6
48.945658190	2.155776855	25.4
48.945659192	2.155691385	25.4
48.945693450	2.155521886	25.6
48.945710000	2.155440000	25.8
48.945719429	2.154006908	28.8
48.945720000	2.153920000	29.0
48.945720000	2.153460000	30.1
48.945750000	2.153120000	29.6
48.945770000	2.152770000	29.6
48.945770000	2.152660000	29.6
48.945710000	2.152520000	29.5
48.945610000	2.152390000	29.6
48.945570000	2.152330000	29.7
48.945530000	2.152280000	30.1
48.945540000	2.152200000	30.2
48.945580000	2.152040000	30.6
48.945630000	2.151880000	30.8
48.945730000	2.151700000	30.9
48.945830000	2.151510000	31.0
48.946100000	2.150970000	34.5
48.946390000	2.150430000	38.5
48.946530000	2.150190000	39.0
48.946710000	2.149840000	40.3
48.946780000	2.149660000	40.3
48.946870000	2.149490000	40.1
48.947060000	2.149150000	40.0
48.947530000	2.148240000	39.9
48.947590000	2.148180000	39.7
48.947720000	2.147920000	39.7
48.947850000	2.147670000	40.1
48.947920000	2.147580000	40.2
48.947820000	2.147440000	41.1
48.947630000	2.147240000	41.9
48.946602334	2.145981827	45.1
48.946560000	2.145930000	44.7
48.946200000	2.145480000	42.7
48.946010000	2.145330000	43.3
48.945810000	2.145040000	42.8
48.945660000	2.144820000	42.2
48.945610000	2.144810000	41.9
48.945490000	2.144660000	42.0
48.944708406	2.143708903	41.0
48.944660000	2.143650000	41.2
48.942460000	2.140940000	38.8
48.941020000	2.139250000	41.2
48.938960000	2.136680000	40.0
48.938340000	2.135660000	40.6
48.938010000	2.135070000	41.8
48.937270000	2.133860000	44.8
48.937010000	2.133440000	45.8
48.936890000	2.133300000	46.0
48.936590000	2.133080000	46.9
48.935850000	2.132600000	47.1
48.935600000	2.132430000	45.6
48.935336397	2.132206337	44.5
48.935330000	2.132210000	44.4
48.934770000	2.131650000	41.4
48.933660000	2.130470000	42.5
48.932830000	2.129660000	40.9
48.932410000	2.129240000	40.2
48.932290000	2.129090000	39.8
48.931290000	2.127360000	35.6
48.930960000	2.126920000	34.6
48.930080000	2.125800000	28.6
48.928780000	2.124140000	31.6
48.928070000	2.123240000	32.4
48.928000000	2.123100000	32.6
48.927980000	2.123020000	32.9
48.927970000	2.122900000	33.6
