43.094630000	0.008550000	408.3	6.066	206.81
43.094640000	0.009640000	408.1	6.154	88.75
43.094690000	0.009920000	408.0	6.178	23.46
43.094770000	0.010160000	407.4	6.199	21.47
43.095040000	0.010760000	406.2	6.257	57.32
43.095340000	0.011400000	406.0	6.318	61.85
43.095730000	0.012170000	405.0	6.395	76.20
43.096120000	0.012860000	403.7	6.466	70.94
43.096290000	0.013220000	402.1	6.500	34.87
43.096360000	0.013480000	402.0	6.523	22.55
43.096380000	0.013690000	401.7	6.540	17.24
43.096410000	0.014140000	401.0	6.577	36.79
43.096400000	0.014380000	401.0	6.597	19.57
43.096430000	0.014740000	400.9	6.626	29.50
43.096540000	0.015100000	401.2	6.658	31.75
43.097040000	0.016450000	403.0	6.781	123.15
43.097110000	0.016690000	404.0	6.802	21.03
43.097240000	0.016950000	403.8	6.828	25.62
43.097500000	0.017500000	403.0	6.881	53.28
43.097680000	0.017930000	403.0	6.921	40.32
43.098090000	0.018730000	402.3	7.001	79.48
43.098350000	0.019230000	403.6	7.051	49.91
43.098480000	0.019490000	403.7	7.076	25.62
43.098560000	0.019770000	403.5	7.101	24.47
43.098750000	0.020710000	402.1	7.180	79.38
43.098960000	0.021770000	399.5	7.270	89.39
43.099560000	0.024750000	396.6	7.521	251.59
43.099700000	0.025460000	395.5	7.581	59.86
43.099790000	0.025760000	394.8	7.607	26.39
43.099960000	0.026070000	393.4	7.639	31.52
43.100180000	0.026370000	392.6	7.673	34.55
43.100380000	0.026620000	394.6	7.704	30.13
43.100650000	0.027060000	399.6	7.750	46.72
43.100800000	0.027580000	400.8	7.796	45.49
43.100940000	0.028220000	401.0	7.850	54.37
43.101210000	0.028880000	398.5	7.912	61.53
43.101380000	0.029180000	398.8	7.943	30.87
43.101560000	0.029440000	398.9	7.972	29.12
43.101760000	0.029660000	399.3	8.000	28.54
43.101990000	0.029870000	399.2	8.031	30.74
43.102250000	0.030060000	398.6	8.064	32.77
43.102630000	0.030230000	397.3	8.108	44.43
43.103940000	0.030570000	389.9	8.256	148.14
43.104600000	0.030740000	389.3	8.331	74.62
43.104790000	0.030820000	389.0	8.353	22.09
43.104860000	0.030870000	388.9	8.362	8.78
43.104920000	0.030920000	388.7	8.370	7.81
43.105050000	0.031070000	388.1	8.389	18.91
43.105150000	0.031290000	387.0	8.410	21.07
43.105200000	0.031490000	385.9	8.427	17.20
43.105230000	0.031660000	385.2	8.441	14.23
43.105290000	0.031850000	386.3	8.458	16.84
43.105360000	0.031970000	386.8	8.470	12.49
43.105460000	0.032080000	387.2	8.485	14.27
43.105600000	0.032180000	387.5	8.502	17.55
43.105830000	0.032280000	387.4	8.529	26.82
43.106450000	0.032530000	387.9	8.601	71.82
43.106720000	0.032670000	388.2	8.633	32.09
43.107060000	0.032860000	389.0	8.674	40.82
43.107310000	0.033040000	389.6	8.705	31.40
43.107560000	0.033290000	389.6	8.740	34.43
43.107780000	0.033560000	389.8	8.772	32.87
43.107950000	0.033880000	390.0	8.805	32.17
43.108190000	0.034430000	390.0	8.857	52.11
43.108810000	0.035930000	389.6	8.997	140.18
43.109910000	0.038540000	386.3	9.242	245.08
43.110700000	0.040340000	385.5	9.413	170.79
43.111220000	0.041620000	385.4	9.532	119.13
43.111890000	0.043170000	387.1	9.678	146.48
43.112410000	0.044380000	391.2	9.793	114.18
43.113570000	0.047060000	386.1	10.046	253.35
43.113790000	0.047600000	387.2	10.096	50.29
43.113820000	0.047660000	387.4	10.102	5.91
43.113820000	0.047970000	388.3	10.127	25.23
43.113830000	0.048220000	389.6	10.148	20.38
43.113890000	0.048480000	390.5	10.170	22.19
43.114040000	0.049110000	391.6	10.224	53.92
43.114080000	0.049580000	393.2	10.262	38.51
43.114070000	0.049640000	393.3	10.267	5.01
43.114030000	0.049950000	394.3	10.293	25.62
43.113980000	0.050090000	394.6	10.306	12.68
43.113810000	0.050330000	396.1	10.333	27.17
43.113660000	0.050620000	399.3	10.362	28.89
43.113590000	0.050830000	400.2	10.380	18.78
43.113570000	0.051030000	401.4	10.397	16.43
43.113610000	0.051580000	406.3	10.442	44.98
43.113570000	0.051780000	407.4	10.459	16.87
43.113510000	0.051920000	408.5	10.472	13.20
43.113440000	0.052020000	409.7	10.483	11.26
43.113090000	0.052350000	413.2	10.530	47.26
43.112780000	0.052830000	416.0	10.583	52.08
43.112530000	0.053480000	420.2	10.642	59.75
43.112400000	0.053930000	422.6	10.682	39.37
43.112320000	0.054390000	424.6	10.720	38.48
43.112280000	0.054790000	428.0	10.753	32.86
43.112270000	0.055180000	431.7	10.785	31.76
43.112290000	0.055520000	432.6	10.813	27.76
43.112350000	0.055810000	433.3	10.837	24.53
43.112420000	0.055960000	434.2	10.852	14.48
43.112460000	0.056060000	434.4	10.861	9.27
43.112570000	0.056160000	436.1	10.875	14.68
43.112740000	0.056290000	438.1	10.897	21.65
43.112860000	0.056370000	439.8	10.912	14.84
43.112990000	0.056520000	440.1	10.931	18.91
43.113200000	0.056780000	441.0	10.962	31.50
43.113880000	0.057650000	446.4	11.066	103.54
43.114510000	0.058500000	460.1	11.164	98.41
43.114950000	0.059030000	464.4	11.230	65.19
43.115120000	0.059170000	467.6	11.252	22.06
43.115200000	0.059280000	469.5	11.264	12.62
43.115240000	0.059370000	470.1	11.273	8.57
43.115350000	0.059830000	470.4	11.312	39.38
43.115470000	0.060110000	472.0	11.339	26.40
43.115650000	0.060350000	475.1	11.367	27.95
43.115740000	0.060450000	476.8	11.379	12.89
43.115800000	0.060560000	477.4	11.391	11.16
43.115830000	0.060720000	478.3	11.404	13.44
43.115820000	0.061180000	476.2	11.441	37.45
43.115840000	0.061490000	475.9	11.467	25.33
43.115940000	0.061800000	478.1	11.494	27.57
43.116090000	0.062090000	482.2	11.523	28.89
43.116190000	0.062340000	487.0	11.546	23.18
43.116230000	0.062580000	489.9	11.566	20.03
43.116240000	0.062720000	491.2	11.578	11.45
43.116220000	0.062900000	492.2	11.593	14.82
43.116200000	0.063180000	494.7	11.616	22.90
43.116150000	0.063730000	498.0	11.661	45.11
43.116100000	0.064440000	501.5	11.719	58.05
43.116100000	0.064910000	502.5	11.757	38.25
43.116170000	0.065340000	504.7	11.793	35.85
43.116310000	0.065990000	509.4	11.848	55.14
43.116430000	0.066680000	514.5	11.906	57.72
43.116630000	0.068030000	524.4	12.018	112.10
43.116740000	0.068780000	528.2	12.080	62.25
43.116840000	0.069120000	529.9	12.110	29.82
43.116970000	0.069310000	530.0	12.131	21.16
43.117150000	0.069520000	530.0	12.157	26.31
43.117670000	0.070050000	529.6	12.229	72.10
43.117760000	0.070170000	528.8	12.243	13.98
43.117850000	0.070310000	527.3	12.259	15.16
43.117920000	0.070450000	526.1	12.272	13.79
43.117960000	0.070710000	525.2	12.294	21.62
43.118030000	0.071360000	522.1	12.347	53.47
43.118120000	0.072020000	520.0	12.402	54.64
43.118330000	0.073730000	513.6	12.543	141.11
43.118480000	0.074930000	510.3	12.642	99.07
43.118630000	0.076230000	509.9	12.749	107.10
43.118650000	0.076720000	509.7	12.789	39.94
43.118640000	0.076880000	509.8	12.802	13.07
43.118570000	0.077150000	510.0	12.826	23.31
43.118410000	0.077590000	510.0	12.866	39.98
43.118300000	0.077970000	510.0	12.899	33.25
43.118280000	0.078290000	510.7	12.925	26.14
43.118350000	0.078680000	511.4	12.958	32.68
43.118520000	0.079550000	518.1	13.031	73.28
43.118650000	0.080340000	522.7	13.097	65.90
43.118690000	0.080730000	524.9	13.129	32.05
43.118680000	0.081230000	526.7	13.170	40.71
43.118650000	0.081850000	530.4	13.220	50.57
43.118540000	0.082600000	535.4	13.283	62.25
43.118240000	0.083880000	540.3	13.392	109.37
43.117950000	0.085120000	544.9	13.498	105.93
43.117930000	0.085330000	545.1	13.515	17.23
43.117930000	0.085690000	543.9	13.544	29.30
43.117970000	0.085960000	541.8	13.567	22.42
43.118080000	0.086160000	540.4	13.587	20.35
43.118200000	0.086220000	540.2	13.601	14.20
43.118400000	0.086260000	541.4	13.624	22.46
43.118550000	0.086340000	542.6	13.642	17.89
43.118620000	0.086410000	542.9	13.651	9.64
43.118670000	0.086560000	542.5	13.665	13.41
43.118730000	0.086950000	541.5	13.697	32.43
43.118730000	0.087420000	539.9	13.735	38.25
43.118630000	0.087960000	536.4	13.781	45.33
43.118500000	0.088530000	531.1	13.829	48.59
43.118290000	0.089530000	523.1	13.914	84.66
43.118070000	0.090600000	520.0	14.004	90.45
43.118050000	0.090760000	519.9	14.018	13.21
43.118060000	0.090880000	519.8	14.027	9.83
43.118130000	0.091020000	519.0	14.041	13.79
43.118210000	0.091060000	518.3	14.051	9.47
43.118290000	0.091070000	517.7	14.060	8.92
43.118330000	0.091060000	517.6	14.064	4.52
43.118670000	0.090830000	515.7	14.106	42.16
43.118860000	0.090780000	515.0	14.128	21.50
43.118940000	0.090800000	515.1	14.137	9.04
43.119000000	0.090850000	515.4	14.145	7.81
43.119080000	0.091000000	515.6	14.160	15.10
43.119120000	0.091130000	515.8	14.171	11.48
43.119100000	0.091340000	514.7	14.188	17.23
43.119050000	0.091500000	513.9	14.203	14.16
43.118960000	0.091640000	512.4	14.218	15.16
43.118840000	0.091800000	511.2	14.236	18.64
43.118240000	0.092420000	504.7	14.320	83.60
43.117700000	0.092820000	499.2	14.388	68.25
43.117420000	0.093050000	496.9	14.425	36.30
43.117150000	0.093320000	492.9	14.462	37.18
43.116940000	0.093580000	490.9	14.493	31.50
43.116820000	0.093770000	490.6	14.514	20.42
43.116660000	0.094120000	489.9	14.547	33.58
43.116520000	0.094470000	487.8	14.580	32.45
43.116420000	0.094810000	485.2	14.610	29.82
43.116280000	0.095330000	480.5	14.655	45.09
43.116230000	0.095570000	478.8	14.675	20.31
43.116140000	0.096250000	475.7	14.731	56.24
43.116120000	0.096560000	474.4	14.757	25.33
43.116120000	0.097000000	472.9	14.792	35.81
43.116140000	0.099700000	470.4	15.012	219.76
43.116150000	0.100930000	465.9	15.112	100.11
43.116170000	0.101200000	465.1	15.134	22.09
43.116240000	0.101460000	464.6	15.157	22.54
43.116310000	0.101590000	464.2	15.170	13.13
43.116490000	0.101820000	463.6	15.197	27.39
43.117160000	0.102580000	459.5	15.294	96.78
43.117350000	0.102850000	459.2	15.325	30.47
43.117410000	0.102990000	458.9	15.338	13.20
43.117440000	0.103110000	458.7	15.348	10.32
43.117660000	0.104730000	456.8	15.482	134.09
43.117670000	0.105660000	451.8	15.558	75.70
43.117690000	0.106530000	449.5	15.629	70.84
43.117650000	0.106750000	449.0	15.647	18.45
43.117620000	0.106860000	449.0	15.657	9.55
43.117520000	0.107190000	449.0	15.686	29.06
43.116790000	0.109560000	452.6	15.895	209.24
43.116690000	0.109870000	452.4	15.923	27.57
43.116660000	0.110150000	451.5	15.946	23.03
43.116670000	0.110290000	451.0	15.957	11.45
43.116450000	0.110400000	451.8	15.983	26.03
43.116070000	0.110620000	452.9	16.029	45.86
43.115690000	0.110900000	453.3	16.077	47.97
43.115470000	0.111070000	453.5	16.105	28.09
43.114230000	0.111900000	454.1	16.258	153.43
43.113490000	0.112380000	454.9	16.349	91.02
43.112100000	0.113260000	457.6	16.520	170.22
43.109190000	0.115130000	463.0	16.877	357.32
43.105860000	0.117290000	466.9	17.287	409.60
43.104820000	0.117920000	468.8	17.413	126.41
43.103370000	0.118630000	470.0	17.584	171.14
43.103160000	0.118750000	470.0	17.609	25.29
43.103080000	0.118830000	470.0	17.621	11.02
43.102820000	0.119270000	470.0	17.667	46.01
43.102080000	0.120490000	472.4	17.795	128.93
43.101620000	0.121270000	474.0	17.877	81.51
43.101430000	0.121590000	474.7	17.910	33.53
43.100660000	0.123400000	477.7	18.081	170.38
43.100560000	0.123590000	478.0	18.100	19.04
43.100120000	0.124110000	479.5	18.165	64.66
43.099110000	0.125130000	482.6	18.304	139.59
43.099010000	0.125240000	483.4	18.318	14.27
43.096030000	0.128250000	488.0	18.730	411.89
43.092490000	0.131830000	494.6	19.220	489.51
43.092070000	0.132250000	495.0	19.278	57.85
43.091890000	0.132420000	495.0	19.302	24.32
43.091630000	0.132620000	495.0	19.335	33.16
43.091320000	0.132830000	495.4	19.374	38.45
43.090900000	0.133100000	496.8	19.425	51.58
43.088410000	0.134720000	500.7	19.732	306.46
43.087260000	0.135470000	503.0	19.873	141.60
43.086190000	0.136140000	505.7	20.004	130.79
43.084510000	0.137160000	508.6	20.208	204.28
43.083960000	0.137500000	509.0	20.275	67.08
43.080700000	0.139440000	514.0	20.671	395.12
43.079250000	0.140330000	515.1	20.847	176.64
43.078420000	0.140810000	517.0	20.947	100.15
43.078420000	0.140800000	517.0	20.948	0.81
43.078410000	0.140780000	517.0	20.950	1.97
43.078400000	0.140770000	517.0	20.951	1.38
43.078370000	0.140740000	517.0	20.956	4.13
43.078310000	0.140730000	517.1	20.962	6.72
43.078260000	0.140780000	517.3	20.969	6.89
43.078240000	0.140860000	517.4	20.976	6.88
43.078240000	0.140910000	517.5	20.980	4.07
43.078250000	0.140920000	517.5	20.982	1.38
43.077190000	0.141570000	519.0	21.111	129.11
43.076400000	0.142030000	521.3	21.206	95.43
43.074060000	0.143440000	526.4	21.490	284.19
43.073480000	0.143780000	528.5	21.560	70.13
43.073390000	0.143800000	528.8	21.571	10.13
43.073220000	0.143950000	529.5	21.593	22.49
43.073200000	0.143950000	529.6	21.595	2.22
43.073180000	0.143950000	529.7	21.597	2.22
43.073150000	0.143980000	529.8	21.602	4.13
43.073010000	0.144040000	530.0	21.618	16.30
43.072760000	0.144200000	530.0	21.649	30.68
43.072730000	0.144240000	530.0	21.653	4.66
43.070860000	0.145360000	535.3	21.880	226.89
43.069430000	0.146200000	538.1	22.053	172.97
43.068850000	0.146560000	540.0	22.124	70.79
43.066480000	0.147970000	543.9	22.411	287.25
43.066010000	0.148250000	545.0	22.468	56.98
43.065290000	0.148680000	547.0	22.555	87.32
43.065100000	0.148820000	547.0	22.579	23.99
43.065010000	0.148900000	547.0	22.591	11.93
43.065030000	0.148930000	547.1	22.595	3.30
43.065060000	0.149000000	547.3	22.601	6.60
43.065060000	0.149340000	547.8	22.629	27.69
43.065020000	0.149570000	547.9	22.648	19.25
43.065070000	0.149870000	547.7	22.673	25.06
43.065170000	0.150130000	547.4	22.697	23.92
43.065300000	0.150470000	547.0	22.728	31.23
43.065490000	0.150950000	547.2	22.773	44.43
43.065590000	0.151340000	546.2	22.807	33.65
43.065690000	0.151660000	545.5	22.835	28.33
43.065850000	0.152150000	543.2	22.879	43.69
43.065960000	0.152410000	542.7	22.903	24.45
43.066290000	0.152900000	542.4	22.957	54.19
43.066870000	0.153380000	542.3	23.033	75.37
43.067330000	0.153830000	542.8	23.095	62.89
43.068000000	0.154520000	544.4	23.189	93.27
43.068470000	0.154990000	544.5	23.253	64.74
43.068550000	0.155030000	544.2	23.263	9.47
43.068990000	0.155470000	541.9	23.324	60.61
43.069970000	0.156440000	539.2	23.458	134.52
43.071690000	0.158100000	543.2	23.692	234.08
43.072620000	0.158990000	548.9	23.818	126.21
43.072750000	0.159080000	550.0	23.835	16.20
43.072840000	0.159120000	550.9	23.845	10.52
43.072920000	0.159130000	551.6	23.854	8.92
43.073050000	0.159110000	552.3	23.869	14.53
43.073530000	0.158920000	557.1	23.924	55.53
43.073670000	0.158910000	558.8	23.940	15.57
43.073810000	0.158930000	560.1	23.955	15.64
43.074320000	0.159180000	563.7	24.015	60.21
43.074610000	0.159240000	567.6	24.048	32.59
43.074790000	0.159230000	570.5	24.068	20.01
43.074940000	0.159190000	573.1	24.085	16.98
43.075060000	0.159140000	574.7	24.099	13.94
43.075160000	0.159050000	575.2	24.112	13.31
43.075360000	0.158790000	575.0	24.143	30.69
43.075460000	0.158720000	575.4	24.155	12.49
43.075560000	0.158690000	576.2	24.167	11.37
43.075690000	0.158680000	576.8	24.181	14.47
43.075810000	0.158730000	578.2	24.195	13.94
43.075900000	0.158820000	578.7	24.208	12.40
43.075980000	0.158970000	579.4	24.223	15.11
43.076010000	0.159140000	580.0	24.237	14.24
43.076020000	0.159360000	580.4	24.255	17.95
43.076030000	0.159550000	581.9	24.270	15.51
43.076100000	0.159780000	584.2	24.291	20.28
43.076180000	0.159930000	585.9	24.306	15.11
43.076280000	0.160040000	586.9	24.320	14.27
43.076410000	0.160150000	588.2	24.337	17.00
43.076550000	0.160220000	589.2	24.354	16.57
43.076860000	0.160330000	591.1	24.389	35.59
43.077010000	0.160380000	592.0	24.406	17.15
43.077130000	0.160460000	593.3	24.421	14.84
43.077230000	0.160590000	595.5	24.437	15.35
43.077330000	0.160750000	597.5	24.454	17.12
43.077420000	0.160910000	599.6	24.470	16.42
43.077540000	0.161050000	600.8	24.488	17.54
43.077910000	0.161330000	602.3	24.535	47.01
43.078460000	0.161730000	606.5	24.604	69.24
43.078690000	0.161980000	609.1	24.637	32.67
43.079160000	0.162560000	612.7	24.707	70.41
43.079710000	0.163000000	619.2	24.778	70.83
43.079870000	0.163150000	620.5	24.799	21.57
43.080060000	0.163390000	622.4	24.828	28.77
43.080630000	0.164190000	630.2	24.919	90.85
43.080740000	0.164290000	630.9	24.934	14.69
43.080880000	0.164350000	631.6	24.950	16.30
43.081010000	0.164380000	632.7	24.965	14.65
43.081160000	0.164360000	633.7	24.981	16.74
43.081510000	0.164190000	637.4	25.023	41.27
43.081630000	0.164160000	638.6	25.036	13.55
43.081760000	0.164190000	639.8	25.051	14.65
43.081880000	0.164290000	641.0	25.067	15.62
43.082060000	0.164510000	642.7	25.093	26.85
43.082510000	0.165180000	639.3	25.167	74.00
43.088760000	0.174400000	620.0	26.190	1022.62
43.089140000	0.175010000	620.0	26.255	65.19
43.089610000	0.175860000	618.4	26.342	86.70
43.090180000	0.177000000	612.0	26.454	112.36
43.090820000	0.178490000	601.9	26.595	140.62
43.093870000	0.185650000	549.7	27.269	674.28
43.094060000	0.186060000	549.1	27.309	39.49
43.094290000	0.186480000	549.0	27.351	42.69
43.094480000	0.186780000	549.0	27.384	32.28
43.094750000	0.187130000	548.7	27.425	41.37
43.095000000	0.187390000	545.8	27.460	34.92
43.095240000	0.187610000	544.3	27.492	32.12
43.095500000	0.187810000	545.6	27.525	33.16
43.097480000	0.189150000	556.8	27.771	245.53
43.098650000	0.189930000	562.7	27.915	144.66
43.098860000	0.190090000	563.4	27.942	26.72
43.099160000	0.190360000	563.3	27.982	39.92
43.100170000	0.191300000	563.1	28.118	135.82
43.100690000	0.191780000	562.5	28.188	69.74
43.102280000	0.193260000	563.8	28.401	213.82
43.105340000	0.196100000	568.4	28.812	411.11
43.107870000	0.198460000	570.0	29.153	340.45
43.109690000	0.200150000	574.2	29.397	244.55
43.110120000	0.200570000	580.9	29.456	58.74
43.110400000	0.200920000	582.4	29.498	42.18
43.110800000	0.201330000	582.1	29.554	55.57
43.110930000	0.201550000	581.5	29.577	23.01
43.110930000	0.201580000	581.4	29.579	2.44
43.110930000	0.201630000	581.4	29.584	4.07
43.110970000	0.201720000	581.0	29.592	8.57
43.110930000	0.201920000	581.3	29.609	16.87
43.110850000	0.202100000	581.4	29.626	17.14
43.110750000	0.202410000	581.3	29.654	27.57
43.110740000	0.202530000	581.3	29.663	9.83
43.110740000	0.202680000	581.1	29.676	12.21
43.110890000	0.203550000	579.6	29.748	72.75
43.111570000	0.207470000	564.1	30.076	327.88
43.112120000	0.210670000	553.8	30.344	267.53
43.112300000	0.211730000	551.8	30.432	88.56
43.112670000	0.213450000	545.0	30.578	145.90
43.113030000	0.214680000	540.9	30.686	107.80
43.113130000	0.215140000	539.2	30.725	39.05
43.113190000	0.215610000	538.2	30.764	38.83
43.113250000	0.216800000	533.9	30.861	97.08
43.113250000	0.217770000	530.2	30.940	78.95
43.113180000	0.218330000	527.7	30.986	46.24
43.113170000	0.218720000	525.7	31.018	31.76
43.113190000	0.219010000	523.6	31.042	23.71
43.113250000	0.219160000	523.3	31.056	13.91
43.113370000	0.219380000	522.3	31.078	22.32
43.113880000	0.219660000	521.8	31.139	61.07
43.114150000	0.219860000	520.9	31.173	34.13
43.114460000	0.220170000	520.4	31.216	42.69
43.114670000	0.220410000	521.5	31.246	30.43
43.114800000	0.220630000	521.2	31.269	23.00
43.114980000	0.221140000	519.0	31.315	46.07
43.115050000	0.221320000	517.8	31.332	16.59
43.115180000	0.221510000	517.3	31.353	21.16
43.115660000	0.222060000	516.1	31.423	69.62
43.115800000	0.222310000	514.9	31.448	25.61
43.115880000	0.222630000	514.0	31.476	27.52
43.115860000	0.222900000	513.7	31.498	22.09
43.115730000	0.223320000	513.3	31.535	37.11
43.115460000	0.223860000	510.0	31.588	53.21
43.115380000	0.224140000	509.8	31.613	24.46
43.115300000	0.224540000	507.7	31.646	33.75
43.115260000	0.224990000	506.6	31.683	36.89
43.115240000	0.225240000	506.0	31.704	20.47
43.115210000	0.225720000	505.1	31.743	39.21
43.115230000	0.225970000	505.6	31.764	20.47
43.115260000	0.226460000	505.2	31.804	40.02
43.115160000	0.227220000	502.0	31.866	62.84
43.115010000	0.228000000	500.0	31.932	65.63
43.114820000	0.228760000	497.1	31.997	65.36
43.114810000	0.229030000	496.2	32.019	22.00
43.114840000	0.229210000	495.3	32.034	15.02
43.114890000	0.229310000	495.1	32.044	9.85
43.114970000	0.229390000	495.2	32.055	11.02
43.115120000	0.229420000	494.9	32.072	16.84
43.115240000	0.229370000	495.2	32.086	13.94
43.115490000	0.229190000	495.2	32.117	31.40
43.115800000	0.229120000	492.6	32.152	34.91
43.115950000	0.229110000	492.0	32.169	16.68
