43.210200000	2.352540000	107.9
43.210210000	2.352640000	107.5
43.210320000	2.352780000	107.0
43.210360000	2.352850000	106.7
43.210390000	2.353020000	106.1
43.210400000	2.354490000	105.0
43.210420000	2.355070000	105.0
43.210470000	2.355200000	105.0
43.210550000	2.355240000	105.0
43.211890000	2.355470000	104.2
43.211930000	2.355500000	104.2
43.211940000	2.355560000	104.0
43.211740000	2.356990000	102.2
43.211680000	2.357420000	102.0
43.211690000	2.357530000	101.9
43.211710000	2.357570000	101.8
43.211810000	2.357660000	101.7
43.212090000	2.357730000	102.0
43.212180000	2.357760000	102.0
43.212210000	2.357750000	102.0
43.212310000	2.357680000	102.0
43.212350000	2.357630000	102.0
43.212590000	2.356050000	104.0
43.212640000	2.355790000	104.0
43.212740000	2.355710000	104.0
43.213030000	2.355640000	104.0
43.213170000	2.355600000	104.0
43.213410000	2.355470000	104.3
43.213620000	2.355380000	104.6
43.214210000	2.355070000	105.0
43.214320000	2.355010000	105.0
43.215660000	2.354290000	105.0
43.216070000	2.354100000	105.0
43.216190000	2.354040000	105.0
43.216280000	2.353870000	105.0
43.216330000	2.353780000	105.0
43.216390000	2.353630000	105.0
43.216390000	2.353550000	105.0
43.216400000	2.353060000	105.0
43.216420000	2.352180000	105.0
43.216440000	2.351680000	105.2
43.216460000	2.350590000	107.9
43.216460000	2.350470000	108.0
43.216490000	2.349420000	110.0
43.216490000	2.348960000	110.0
43.216540000	2.348680000	110.0
43.216590000	2.348450000	110.0
43.216760000	2.347950000	110.4
43.217260000	2.346590000	115.0
43.217650000	2.345570000	117.0
43.217650000	2.345380000	116.7
43.217640000	2.345300000	116.5
43.217610000	2.345250000	116.3
43.217510000	2.345190000	115.7
43.216740000	2.345170000	115.0
43.215690000	2.345140000	115.0
43.212800000	2.345060000	118.9
43.212430000	2.345040000	120.0
43.212290000	2.344190000	118.8
43.212290000	2.344180000	118.8
43.212230000	2.343860000	117.9
43.212110000	2.343460000	117.2
43.211710000	2.342670000	115.9
43.211350000	2.342000000	115.3
43.211010000	2.341370000	114.9
43.210920000	2.341150000	114.1
43.210890000	2.341020000	114.0
43.210950000	2.339280000	115.0
43.210960000	2.338950000	115.0
43.211000000	2.337030000	118.1
43.211030000	2.336460000	118.6
43.211050000	2.336300000	118.8
43.211060000	2.335620000	120.2
43.211090000	2.334620000	123.3
43.211130000	2.333840000	123.0
43.211230000	2.333090000	121.8
43.211360000	2.332270000	119.1
43.211430000	2.332020000	118.4
43.211700000	2.331180000	116.3
43.211860000	2.330580000	116.4
43.211920000	2.330320000	116.8
43.211920000	2.330010000	116.8
43.211810000	2.329700000	116.0
43.211390000	2.328540000	113.7
43.211310000	2.328250000	112.7
43.211240000	2.327850000	112.1
43.211240000	2.327400000	111.3
43.211270000	2.326150000	110.0
43.211310000	2.325000000	110.0
43.211320000	2.324830000	110.0
43.211410000	2.324460000	110.1
43.211460000	2.324420000	110.3
43.211490000	2.324350000	110.6
43.211500000	2.324270000	110.8
